dataset,node,direction,entropy
bitcoin-alpha,1282,out,0.0
bitcoin-alpha,1282,in,0.0
bitcoin-alpha,4721,out,0.0
bitcoin-alpha,4721,in,1.0
bitcoin-alpha,1475,out,0.0
bitcoin-alpha,1475,in,0.0
bitcoin-alpha,2746,out,0.0
bitcoin-alpha,2746,in,0.0
bitcoin-alpha,1715,out,0.0
bitcoin-alpha,1715,in,0.0
bitcoin-alpha,734,out,0.0
bitcoin-alpha,734,in,0.0
bitcoin-alpha,2108,out,0.0
bitcoin-alpha,2108,in,0.0
bitcoin-alpha,1923,out,0.0
bitcoin-alpha,1923,in,0.0
bitcoin-alpha,1465,out,0.0
bitcoin-alpha,1465,in,0.0
bitcoin-alpha,2742,out,0.0
bitcoin-alpha,2742,in,0.0
bitcoin-alpha,2117,out,0.0
bitcoin-alpha,2117,in,0.0
bitcoin-alpha,1720,out,0.0
bitcoin-alpha,1720,in,0.0
bitcoin-alpha,90,out,0.1350362028021276
bitcoin-alpha,90,in,0.3860189005698934
bitcoin-alpha,2731,out,0.0
bitcoin-alpha,2731,in,0.0
bitcoin-alpha,1457,out,0.0
bitcoin-alpha,1457,in,0.0
bitcoin-alpha,2725,out,0.0
bitcoin-alpha,2725,in,0.0
bitcoin-alpha,2109,out,0.0
bitcoin-alpha,2109,in,0.0
bitcoin-alpha,543,out,0.0
bitcoin-alpha,543,in,0.0
bitcoin-alpha,2102,out,0.0
bitcoin-alpha,2102,in,0.0
bitcoin-alpha,712,out,0.0
bitcoin-alpha,712,in,0.0
bitcoin-alpha,231,out,0.0
bitcoin-alpha,231,in,0.3533593350214213
bitcoin-alpha,2687,out,0.0
bitcoin-alpha,2687,in,0.0
bitcoin-alpha,1708,out,0.0
bitcoin-alpha,1708,in,0.0
bitcoin-alpha,1129,out,0.0
bitcoin-alpha,1129,in,0.0
bitcoin-alpha,76,out,0.0
bitcoin-alpha,76,in,0.21084230031853213
bitcoin-alpha,2065,out,0.0
bitcoin-alpha,2065,in,0.0
bitcoin-alpha,1251,out,0.0
bitcoin-alpha,1251,in,0.0
bitcoin-alpha,1248,out,0.0
bitcoin-alpha,1248,in,0.0
bitcoin-alpha,725,out,0.0
bitcoin-alpha,725,in,0.0
bitcoin-alpha,2559,out,0.0
bitcoin-alpha,2559,in,0.0
bitcoin-alpha,507,out,0.0
bitcoin-alpha,507,in,0.3227569588973983
bitcoin-alpha,1942,out,0.0
bitcoin-alpha,1942,in,0.0
bitcoin-alpha,1232,out,0.0
bitcoin-alpha,1232,in,0.0
bitcoin-alpha,534,out,0.4394969869215134
bitcoin-alpha,534,in,0.0
bitcoin-alpha,994,out,0.0
bitcoin-alpha,994,in,0.4689955935892811
bitcoin-alpha,503,out,0.0
bitcoin-alpha,503,in,0.0
bitcoin-alpha,2448,out,0.0
bitcoin-alpha,2448,in,0.0
bitcoin-alpha,846,out,0.0
bitcoin-alpha,846,in,0.0
bitcoin-alpha,1,out,0.06835451705887757
bitcoin-alpha,1,in,0.0
bitcoin-alpha,1368,out,0.0
bitcoin-alpha,1368,in,0.0
bitcoin-alpha,164,out,0.4537163391869448
bitcoin-alpha,164,in,0.2222848306856879
bitcoin-alpha,244,out,0.3533593350214213
bitcoin-alpha,244,in,0.4220005168831532
bitcoin-alpha,62,out,0.15935006268563462
bitcoin-alpha,62,in,0.0
bitcoin-alpha,2244,out,0.9852281360342515
bitcoin-alpha,2244,in,0.0
bitcoin-alpha,148,out,0.21639693245126448
bitcoin-alpha,148,in,0.21084230031853213
bitcoin-alpha,7403,out,0.0
bitcoin-alpha,7403,in,0.8112781244591328
bitcoin-alpha,52,out,0.20559250818508293
bitcoin-alpha,52,in,0.12741851179235902
bitcoin-alpha,159,out,0.4689955935892811
bitcoin-alpha,159,in,0.5435644431995964
bitcoin-alpha,66,out,0.16866093149667033
bitcoin-alpha,66,in,0.0
bitcoin-alpha,60,out,0.4394969869215134
bitcoin-alpha,60,in,0.3712323266408755
bitcoin-alpha,585,out,0.5225593745369408
bitcoin-alpha,585,in,0.3712323266408755
bitcoin-alpha,97,out,0.15374218032876202
bitcoin-alpha,97,in,0.0
bitcoin-alpha,2006,out,0.0
bitcoin-alpha,2006,in,0.0
bitcoin-alpha,1421,out,0.0
bitcoin-alpha,1421,in,0.0
bitcoin-alpha,353,out,0.0
bitcoin-alpha,353,in,0.3227569588973983
bitcoin-alpha,51,out,0.3467314682496638
bitcoin-alpha,51,in,0.0
bitcoin-alpha,185,out,0.20559250818508293
bitcoin-alpha,185,in,0.7642045065086203
bitcoin-alpha,312,out,0.41381685030363385
bitcoin-alpha,312,in,0.0
bitcoin-alpha,168,out,0.7918583525674836
bitcoin-alpha,168,in,0.0
bitcoin-alpha,354,out,0.5916727785823275
bitcoin-alpha,354,in,0.0
bitcoin-alpha,108,out,0.0
bitcoin-alpha,108,in,0.0
bitcoin-alpha,91,out,0.24988229283318536
bitcoin-alpha,91,in,0.0
bitcoin-alpha,40,out,0.0
bitcoin-alpha,40,in,0.0
bitcoin-alpha,271,out,0.0
bitcoin-alpha,271,in,0.0
bitcoin-alpha,119,out,0.0
bitcoin-alpha,119,in,0.40217919020227266
bitcoin-alpha,54,out,0.28119379643204273
bitcoin-alpha,54,in,0.17556502585750267
bitcoin-alpha,375,out,0.4689955935892811
bitcoin-alpha,375,in,0.2667649878030259
bitcoin-alpha,177,out,0.43348846324460655
bitcoin-alpha,177,in,0.7455178428108284
bitcoin-alpha,31,out,0.23181305002459018
bitcoin-alpha,31,in,0.3095434291503253
bitcoin-alpha,47,out,0.5032583347756459
bitcoin-alpha,47,in,0.15649106290570142
bitcoin-alpha,23,out,0.0
bitcoin-alpha,23,in,0.0
bitcoin-alpha,74,out,0.0
bitcoin-alpha,74,in,0.0
bitcoin-alpha,165,out,0.5225593745369408
bitcoin-alpha,165,in,0.0
bitcoin-alpha,306,out,0.0
bitcoin-alpha,306,in,0.0
bitcoin-alpha,8,out,0.9981819148418717
bitcoin-alpha,8,in,0.0
bitcoin-alpha,242,out,0.0
bitcoin-alpha,242,in,0.3095434291503253
bitcoin-alpha,412,out,0.27619542764793925
bitcoin-alpha,412,in,0.0
bitcoin-alpha,381,out,0.6500224216483541
bitcoin-alpha,381,in,0.5032583347756459
bitcoin-alpha,561,out,0.0
bitcoin-alpha,561,in,0.0
bitcoin-alpha,216,out,0.2974722489192898
bitcoin-alpha,216,in,0.3095434291503253
bitcoin-alpha,107,out,0.0
bitcoin-alpha,107,in,0.20062232431271465
bitcoin-alpha,681,out,0.6500224216483541
bitcoin-alpha,681,in,0.6840384356390417
bitcoin-alpha,79,out,0.0
bitcoin-alpha,79,in,0.0
bitcoin-alpha,272,out,0.9023932827949788
bitcoin-alpha,272,in,0.6024308020404453
bitcoin-alpha,39,out,0.23181305002459018
bitcoin-alpha,39,in,0.0
bitcoin-alpha,150,out,0.5509844433017146
bitcoin-alpha,150,in,0.30337483608641397
bitcoin-alpha,181,out,0.3912435636292555
bitcoin-alpha,181,in,0.0
bitcoin-alpha,109,out,0.0
bitcoin-alpha,109,in,0.16542703399626688
bitcoin-alpha,2404,out,0.0
bitcoin-alpha,2404,in,0.0
bitcoin-alpha,24,out,0.3912435636292555
bitcoin-alpha,24,in,0.0
bitcoin-alpha,19,out,0.32046828741158406
bitcoin-alpha,19,in,0.19902377455969078
bitcoin-alpha,7,out,0.6987003526563343
bitcoin-alpha,7,in,0.2698284477030738
bitcoin-alpha,348,out,0.0
bitcoin-alpha,348,in,0.0
bitcoin-alpha,473,out,0.0
bitcoin-alpha,473,in,0.0
bitcoin-alpha,1921,out,0.4689955935892811
bitcoin-alpha,1921,in,0.5032583347756459
bitcoin-alpha,99,out,0.0
bitcoin-alpha,99,in,0.1871762568732082
bitcoin-alpha,1380,out,0.5032583347756459
bitcoin-alpha,1380,in,0.0
bitcoin-alpha,73,out,0.5197027865043056
bitcoin-alpha,73,in,0.2285381439535282
bitcoin-alpha,85,out,0.7136036068604936
bitcoin-alpha,85,in,0.5293608652873644
bitcoin-alpha,189,out,0.0
bitcoin-alpha,189,in,0.3372900666170139
bitcoin-alpha,787,out,0.0
bitcoin-alpha,787,in,0.0
bitcoin-alpha,133,out,0.17556502585750267
bitcoin-alpha,133,in,0.17925606692832127
bitcoin-alpha,1709,out,0.0
bitcoin-alpha,1709,in,0.0
bitcoin-alpha,658,out,0.0
bitcoin-alpha,658,in,0.0
bitcoin-alpha,293,out,0.0
bitcoin-alpha,293,in,0.0
bitcoin-alpha,768,out,0.0
bitcoin-alpha,768,in,0.0
bitcoin-alpha,45,out,0.45162282218200417
bitcoin-alpha,45,in,0.11467550533614648
bitcoin-alpha,471,out,0.0
bitcoin-alpha,471,in,0.0
bitcoin-alpha,1632,out,0.0
bitcoin-alpha,1632,in,0.0
bitcoin-alpha,281,out,0.6631968402398287
bitcoin-alpha,281,in,0.2580186686648154
bitcoin-alpha,269,out,0.6343095546405662
bitcoin-alpha,269,in,0.3095434291503253
bitcoin-alpha,2336,out,0.9301497323974337
bitcoin-alpha,2336,in,0.7401470427139039
bitcoin-alpha,206,out,0.8403586716091171
bitcoin-alpha,206,in,0.0
bitcoin-alpha,241,out,0.0
bitcoin-alpha,241,in,0.0
bitcoin-alpha,190,out,0.426228656998145
bitcoin-alpha,190,in,0.3809465857053901
bitcoin-alpha,7577,out,0.0
bitcoin-alpha,7577,in,0.9957274520849255
bitcoin-alpha,798,out,0.2472944398620569
bitcoin-alpha,798,in,0.8063495153650777
bitcoin-alpha,211,out,0.3451173149449531
bitcoin-alpha,211,in,0.2222848306856879
bitcoin-alpha,140,out,0.19590927087360482
bitcoin-alpha,140,in,0.0
bitcoin-alpha,217,out,0.2285381439535282
bitcoin-alpha,217,in,0.0
bitcoin-alpha,182,out,0.23519338181924138
bitcoin-alpha,182,in,0.0
bitcoin-alpha,236,out,0.0
bitcoin-alpha,236,in,0.0
bitcoin-alpha,777,out,0.0
bitcoin-alpha,777,in,0.3712323266408755
bitcoin-alpha,1098,out,0.0
bitcoin-alpha,1098,in,0.0
bitcoin-alpha,106,out,0.14144054254182076
bitcoin-alpha,106,in,0.0
bitcoin-alpha,237,out,0.27619542764793925
bitcoin-alpha,237,in,0.0
bitcoin-alpha,1401,out,0.0
bitcoin-alpha,1401,in,0.5916727785823275
bitcoin-alpha,1409,out,0.0
bitcoin-alpha,1409,in,0.0
bitcoin-alpha,769,out,0.0
bitcoin-alpha,769,in,0.0
bitcoin-alpha,1209,out,0.0
bitcoin-alpha,1209,in,0.0
bitcoin-alpha,917,out,0.0
bitcoin-alpha,917,in,0.0
bitcoin-alpha,114,out,0.5363596511250625
bitcoin-alpha,114,in,0.17925606692832127
bitcoin-alpha,2698,out,0.0
bitcoin-alpha,2698,in,0.0
bitcoin-alpha,1127,out,0.0
bitcoin-alpha,1127,in,0.0
bitcoin-alpha,1009,out,0.0
bitcoin-alpha,1009,in,0.0
bitcoin-alpha,1386,out,0.0
bitcoin-alpha,1386,in,0.0
bitcoin-alpha,173,out,0.27138958750811104
bitcoin-alpha,173,in,0.20062232431271465
bitcoin-alpha,43,out,0.819264971231439
bitcoin-alpha,43,in,0.17203694935311387
bitcoin-alpha,647,out,0.9975025463691152
bitcoin-alpha,647,in,0.0
bitcoin-alpha,5,out,0.8158009273789573
bitcoin-alpha,5,in,0.0590929283857332
bitcoin-alpha,1156,out,0.0
bitcoin-alpha,1156,in,0.0
bitcoin-alpha,553,out,0.27619542764793925
bitcoin-alpha,553,in,0.0
bitcoin-alpha,170,out,0.5586293734521992
bitcoin-alpha,170,in,0.4854607607459134
bitcoin-alpha,93,out,0.5665095065529052
bitcoin-alpha,93,in,0.17203694935311387
bitcoin-alpha,145,out,0.8708644692353646
bitcoin-alpha,145,in,0.7918583525674836
bitcoin-alpha,1523,out,0.0
bitcoin-alpha,1523,in,0.0
bitcoin-alpha,350,out,0.0
bitcoin-alpha,350,in,0.0
bitcoin-alpha,77,out,0.0
bitcoin-alpha,77,in,0.0
bitcoin-alpha,1785,out,0.0
bitcoin-alpha,1785,in,0.0
bitcoin-alpha,166,out,0.43408112000433474
bitcoin-alpha,166,in,0.41381685030363385
bitcoin-alpha,489,out,0.0
bitcoin-alpha,489,in,0.0
bitcoin-alpha,25,out,0.18181317169561798
bitcoin-alpha,25,in,0.0
bitcoin-alpha,83,out,0.5266170655714282
bitcoin-alpha,83,in,0.0
bitcoin-alpha,277,out,0.40217919020227266
bitcoin-alpha,277,in,0.2580186686648154
bitcoin-alpha,70,out,0.4854607607459134
bitcoin-alpha,70,in,0.2386845113510013
bitcoin-alpha,1487,out,0.0
bitcoin-alpha,1487,in,0.0
bitcoin-alpha,270,out,0.4394969869215134
bitcoin-alpha,270,in,0.0
bitcoin-alpha,871,out,0.0
bitcoin-alpha,871,in,0.0
bitcoin-alpha,389,out,0.0
bitcoin-alpha,389,in,0.0
bitcoin-alpha,544,out,0.6840384356390417
bitcoin-alpha,544,in,0.0
bitcoin-alpha,2631,out,0.0
bitcoin-alpha,2631,in,0.0
bitcoin-alpha,672,out,0.0
bitcoin-alpha,672,in,0.0
bitcoin-alpha,137,out,0.0
bitcoin-alpha,137,in,0.0
bitcoin-alpha,424,out,0.5665095065529052
bitcoin-alpha,424,in,0.3372900666170139
bitcoin-alpha,65,out,0.3712323266408755
bitcoin-alpha,65,in,0.0
bitcoin-alpha,1693,out,0.0
bitcoin-alpha,1693,in,0.0
bitcoin-alpha,475,out,0.0
bitcoin-alpha,475,in,0.0
bitcoin-alpha,449,out,0.41381685030363385
bitcoin-alpha,449,in,0.0
bitcoin-alpha,1998,out,0.0
bitcoin-alpha,1998,in,0.0
bitcoin-alpha,1977,out,0.0
bitcoin-alpha,1977,in,0.0
bitcoin-alpha,915,out,0.0
bitcoin-alpha,915,in,0.0
bitcoin-alpha,63,out,0.4689955935892811
bitcoin-alpha,63,in,0.0
bitcoin-alpha,1957,out,0.0
bitcoin-alpha,1957,in,0.0
bitcoin-alpha,1635,out,0.0
bitcoin-alpha,1635,in,0.0
bitcoin-alpha,508,out,0.5032583347756459
bitcoin-alpha,508,in,0.0
bitcoin-alpha,2499,out,0.0
bitcoin-alpha,2499,in,0.0
bitcoin-alpha,2497,out,0.0
bitcoin-alpha,2497,in,0.0
bitcoin-alpha,299,out,0.0
bitcoin-alpha,299,in,0.0
bitcoin-alpha,1225,out,0.0
bitcoin-alpha,1225,in,0.0
bitcoin-alpha,238,out,0.0
bitcoin-alpha,238,in,0.0
bitcoin-alpha,2488,out,0.0
bitcoin-alpha,2488,in,0.0
bitcoin-alpha,1936,out,0.0
bitcoin-alpha,1936,in,0.0
bitcoin-alpha,382,out,0.3372900666170139
bitcoin-alpha,382,in,0.2974722489192898
bitcoin-alpha,355,out,0.0
bitcoin-alpha,355,in,0.0
bitcoin-alpha,1090,out,0.0
bitcoin-alpha,1090,in,0.0
bitcoin-alpha,1222,out,0.0
bitcoin-alpha,1222,in,0.0
bitcoin-alpha,21,out,0.0
bitcoin-alpha,21,in,0.0
bitcoin-alpha,564,out,0.5032583347756459
bitcoin-alpha,564,in,0.0
bitcoin-alpha,2459,out,0.0
bitcoin-alpha,2459,in,0.0
bitcoin-alpha,774,out,0.0
bitcoin-alpha,774,in,0.0
bitcoin-alpha,209,out,0.0
bitcoin-alpha,209,in,0.2974722489192898
bitcoin-alpha,1922,out,0.0
bitcoin-alpha,1922,in,0.0
bitcoin-alpha,504,out,0.0
bitcoin-alpha,504,in,0.0
bitcoin-alpha,987,out,0.0
bitcoin-alpha,987,in,0.0
bitcoin-alpha,2446,out,0.0
bitcoin-alpha,2446,in,0.0
bitcoin-alpha,986,out,0.0
bitcoin-alpha,986,in,0.0
bitcoin-alpha,1603,out,0.0
bitcoin-alpha,1603,in,0.0
bitcoin-alpha,379,out,0.0
bitcoin-alpha,379,in,0.0
bitcoin-alpha,446,out,0.0
bitcoin-alpha,446,in,0.0
bitcoin-alpha,436,out,0.8112781244591328
bitcoin-alpha,436,in,0.0
bitcoin-alpha,512,out,0.0
bitcoin-alpha,512,in,0.0
bitcoin-alpha,971,out,0.0
bitcoin-alpha,971,in,0.0
bitcoin-alpha,92,out,0.13923299905509906
bitcoin-alpha,92,in,0.24602257822033174
bitcoin-alpha,7336,out,0.9182958340544896
bitcoin-alpha,7336,in,0.9182958340544896
bitcoin-alpha,1545,out,0.0
bitcoin-alpha,1545,in,0.0
bitcoin-alpha,103,out,0.0
bitcoin-alpha,103,in,0.15935006268563462
bitcoin-alpha,207,out,0.2863969571159563
bitcoin-alpha,207,in,0.0
bitcoin-alpha,6,out,0.24476508202089728
bitcoin-alpha,6,in,0.0
bitcoin-alpha,7380,out,0.0
bitcoin-alpha,7380,in,0.863120568566631
bitcoin-alpha,287,out,0.0
bitcoin-alpha,287,in,0.5225593745369408
bitcoin-alpha,754,out,0.0
bitcoin-alpha,754,in,0.74959525725948
bitcoin-alpha,26,out,0.3571646347421422
bitcoin-alpha,26,in,0.22474036695139374
bitcoin-alpha,34,out,0.10802319526362808
bitcoin-alpha,34,in,0.0
bitcoin-alpha,525,out,0.0
bitcoin-alpha,525,in,0.0
bitcoin-alpha,545,out,0.0
bitcoin-alpha,545,in,0.0
bitcoin-alpha,56,out,0.0
bitcoin-alpha,56,in,0.0
bitcoin-alpha,1849,out,0.0
bitcoin-alpha,1849,in,0.0
bitcoin-alpha,557,out,0.0
bitcoin-alpha,557,in,0.0
bitcoin-alpha,208,out,0.3533593350214213
bitcoin-alpha,208,in,0.0
bitcoin-alpha,1558,out,0.0
bitcoin-alpha,1558,in,0.0
bitcoin-alpha,2346,out,0.0
bitcoin-alpha,2346,in,0.0
bitcoin-alpha,974,out,0.0
bitcoin-alpha,974,in,0.0
bitcoin-alpha,262,out,0.0
bitcoin-alpha,262,in,0.0
bitcoin-alpha,2001,out,0.0
bitcoin-alpha,2001,in,0.0
bitcoin-alpha,815,out,0.4394969869215134
bitcoin-alpha,815,in,0.4689955935892811
bitcoin-alpha,120,out,0.0
bitcoin-alpha,120,in,0.0
bitcoin-alpha,492,out,0.0
bitcoin-alpha,492,in,0.4689955935892811
bitcoin-alpha,1175,out,0.0
bitcoin-alpha,1175,in,0.0
bitcoin-alpha,32,out,0.35678001438394324
bitcoin-alpha,32,in,0.0
bitcoin-alpha,172,out,0.20062232431271465
bitcoin-alpha,172,in,0.21084230031853213
bitcoin-alpha,1347,out,0.0
bitcoin-alpha,1347,in,0.0
bitcoin-alpha,1338,out,0.0
bitcoin-alpha,1338,in,0.0
bitcoin-alpha,105,out,0.46121604051390946
bitcoin-alpha,105,in,0.0
bitcoin-alpha,818,out,0.0
bitcoin-alpha,818,in,0.0
bitcoin-alpha,890,out,0.0
bitcoin-alpha,890,in,0.5435644431995964
bitcoin-alpha,1362,out,0.0
bitcoin-alpha,1362,in,0.0
bitcoin-alpha,1547,out,0.0
bitcoin-alpha,1547,in,0.0
bitcoin-alpha,1056,out,0.0
bitcoin-alpha,1056,in,0.0
bitcoin-alpha,2280,out,0.0
bitcoin-alpha,2280,in,0.7219280948873623
bitcoin-alpha,879,out,0.0
bitcoin-alpha,879,in,0.6500224216483541
bitcoin-alpha,36,out,0.23292785546981215
bitcoin-alpha,36,in,0.10106696361212435
bitcoin-alpha,590,out,0.0
bitcoin-alpha,590,in,0.0
bitcoin-alpha,3260,out,0.0
bitcoin-alpha,3260,in,0.0
bitcoin-alpha,1174,out,0.0
bitcoin-alpha,1174,in,0.0
bitcoin-alpha,3198,out,0.0
bitcoin-alpha,3198,in,0.0
bitcoin-alpha,460,out,0.0
bitcoin-alpha,460,in,0.0
bitcoin-alpha,3200,out,0.0
bitcoin-alpha,3200,in,0.0
bitcoin-alpha,589,out,0.0
bitcoin-alpha,589,in,0.0
bitcoin-alpha,433,out,0.6500224216483541
bitcoin-alpha,433,in,0.0
bitcoin-alpha,81,out,0.0
bitcoin-alpha,81,in,0.0
bitcoin-alpha,7509,out,0.8112781244591328
bitcoin-alpha,7509,in,1.0
bitcoin-alpha,973,out,0.0
bitcoin-alpha,973,in,0.8112781244591328
bitcoin-alpha,1555,out,0.0
bitcoin-alpha,1555,in,0.0
bitcoin-alpha,3154,out,0.0
bitcoin-alpha,3154,in,0.0
bitcoin-alpha,7595,out,0.6572729784684463
bitcoin-alpha,7595,in,0.9440870182837794
bitcoin-alpha,1361,out,0.0
bitcoin-alpha,1361,in,0.0
bitcoin-alpha,2331,out,1.0
bitcoin-alpha,2331,in,0.0
bitcoin-alpha,509,out,0.0
bitcoin-alpha,509,in,0.0
bitcoin-alpha,969,out,0.0
bitcoin-alpha,969,in,0.5916727785823275
bitcoin-alpha,197,out,0.0
bitcoin-alpha,197,in,0.19590927087360482
bitcoin-alpha,621,out,0.0
bitcoin-alpha,621,in,0.0
bitcoin-alpha,1036,out,0.8112781244591328
bitcoin-alpha,1036,in,0.0
bitcoin-alpha,1054,out,0.0
bitcoin-alpha,1054,in,0.0
bitcoin-alpha,1818,out,0.0
bitcoin-alpha,1818,in,0.0
bitcoin-alpha,358,out,0.6840384356390417
bitcoin-alpha,358,in,0.41381685030363385
bitcoin-alpha,748,out,0.3227569588973983
bitcoin-alpha,748,in,0.5225593745369408
bitcoin-alpha,13,out,0.42975860930376036
bitcoin-alpha,13,in,0.21220132752136237
bitcoin-alpha,88,out,0.6360156177392154
bitcoin-alpha,88,in,0.17556502585750267
bitcoin-alpha,163,out,0.21084230031853213
bitcoin-alpha,163,in,0.0
bitcoin-alpha,1576,out,0.0
bitcoin-alpha,1576,in,0.0
bitcoin-alpha,2353,out,0.0
bitcoin-alpha,2353,in,0.0
bitcoin-alpha,3221,out,0.0
bitcoin-alpha,3221,in,0.0
bitcoin-alpha,136,out,0.17925606692832127
bitcoin-alpha,136,in,0.0
bitcoin-alpha,1367,out,0.0
bitcoin-alpha,1367,in,0.0
bitcoin-alpha,7512,out,0.0
bitcoin-alpha,7512,in,0.8524051786494786
bitcoin-alpha,757,out,0.0
bitcoin-alpha,757,in,0.0
bitcoin-alpha,49,out,0.3912435636292555
bitcoin-alpha,49,in,0.0
bitcoin-alpha,646,out,0.0
bitcoin-alpha,646,in,0.0
bitcoin-alpha,2328,out,0.0
bitcoin-alpha,2328,in,0.0
bitcoin-alpha,1360,out,0.0
bitcoin-alpha,1360,in,0.0
bitcoin-alpha,7377,out,0.0
bitcoin-alpha,7377,in,0.9182958340544896
bitcoin-alpha,2321,out,0.0
bitcoin-alpha,2321,in,0.0
bitcoin-alpha,125,out,0.6024308020404453
bitcoin-alpha,125,in,0.27297085791406983
bitcoin-alpha,1548,out,0.0
bitcoin-alpha,1548,in,0.0
bitcoin-alpha,1837,out,0.0
bitcoin-alpha,1837,in,0.0
bitcoin-alpha,1834,out,0.0
bitcoin-alpha,1834,in,0.0
bitcoin-alpha,703,out,0.0
bitcoin-alpha,703,in,0.4394969869215134
bitcoin-alpha,1456,out,0.5435644431995964
bitcoin-alpha,1456,in,0.0
bitcoin-alpha,7406,out,0.0
bitcoin-alpha,7406,in,0.8112781244591328
bitcoin-alpha,1832,out,0.0
bitcoin-alpha,1832,in,0.0
bitcoin-alpha,3105,out,0.0
bitcoin-alpha,3105,in,0.0
bitcoin-alpha,641,out,0.5032583347756459
bitcoin-alpha,641,in,0.3227569588973983
bitcoin-alpha,320,out,0.0
bitcoin-alpha,320,in,0.0
bitcoin-alpha,885,out,0.0
bitcoin-alpha,885,in,0.4689955935892811
bitcoin-alpha,632,out,0.0
bitcoin-alpha,632,in,0.4394969869215134
bitcoin-alpha,2300,out,0.0
bitcoin-alpha,2300,in,0.0
bitcoin-alpha,702,out,0.0
bitcoin-alpha,702,in,0.4689955935892811
bitcoin-alpha,228,out,0.4854607607459134
bitcoin-alpha,228,in,0.0
bitcoin-alpha,752,out,0.0
bitcoin-alpha,752,in,0.4689955935892811
bitcoin-alpha,2291,out,0.0
bitcoin-alpha,2291,in,0.0
bitcoin-alpha,656,out,0.3912435636292555
bitcoin-alpha,656,in,0.5665095065529052
bitcoin-alpha,877,out,0.0
bitcoin-alpha,877,in,0.0
bitcoin-alpha,2293,out,0.5032583347756459
bitcoin-alpha,2293,in,0.7219280948873623
bitcoin-alpha,650,out,0.0
bitcoin-alpha,650,in,0.3712323266408755
bitcoin-alpha,3328,out,0.0
bitcoin-alpha,3328,in,0.0
bitcoin-alpha,720,out,0.41381685030363385
bitcoin-alpha,720,in,0.0
bitcoin-alpha,1379,out,0.0
bitcoin-alpha,1379,in,0.0
bitcoin-alpha,219,out,0.0
bitcoin-alpha,219,in,0.0
bitcoin-alpha,3275,out,0.0
bitcoin-alpha,3275,in,0.0
bitcoin-alpha,345,out,0.0
bitcoin-alpha,345,in,0.0
bitcoin-alpha,336,out,0.0
bitcoin-alpha,336,in,0.0
bitcoin-alpha,295,out,0.0
bitcoin-alpha,295,in,0.0
bitcoin-alpha,1375,out,0.0
bitcoin-alpha,1375,in,0.0
bitcoin-alpha,435,out,0.0
bitcoin-alpha,435,in,0.0
bitcoin-alpha,7390,out,0.0
bitcoin-alpha,7390,in,0.5435644431995964
bitcoin-alpha,12,out,0.06591441234324169
bitcoin-alpha,12,in,0.0
bitcoin-alpha,1853,out,0.0
bitcoin-alpha,1853,in,0.0
bitcoin-alpha,1184,out,0.0
bitcoin-alpha,1184,in,0.0
bitcoin-alpha,1064,out,0.0
bitcoin-alpha,1064,in,0.0
bitcoin-alpha,1560,out,0.0
bitcoin-alpha,1560,in,0.0
bitcoin-alpha,988,out,0.5435644431995964
bitcoin-alpha,988,in,0.0
bitcoin-alpha,203,out,0.0
bitcoin-alpha,203,in,0.0
bitcoin-alpha,976,out,0.0
bitcoin-alpha,976,in,0.0
bitcoin-alpha,289,out,0.2974722489192898
bitcoin-alpha,289,in,0.0
bitcoin-alpha,7394,out,0.8812908992306927
bitcoin-alpha,7394,in,0.6500224216483541
bitcoin-alpha,3203,out,0.0
bitcoin-alpha,3203,in,0.0
bitcoin-alpha,1844,out,0.0
bitcoin-alpha,1844,in,0.0
bitcoin-alpha,2053,out,0.0
bitcoin-alpha,2053,in,0.0
bitcoin-alpha,1363,out,0.0
bitcoin-alpha,1363,in,0.0
bitcoin-alpha,3181,out,0.0
bitcoin-alpha,3181,in,0.0
bitcoin-alpha,288,out,0.0
bitcoin-alpha,288,in,0.41381685030363385
bitcoin-alpha,2263,out,0.0
bitcoin-alpha,2263,in,0.0
bitcoin-alpha,111,out,0.9305861291319928
bitcoin-alpha,111,in,0.0
bitcoin-alpha,3132,out,0.0
bitcoin-alpha,3132,in,0.0
bitcoin-alpha,1059,out,0.0
bitcoin-alpha,1059,in,0.0
bitcoin-alpha,2332,out,0.0
bitcoin-alpha,2332,in,0.0
bitcoin-alpha,691,out,0.0
bitcoin-alpha,691,in,0.0
bitcoin-alpha,1550,out,0.0
bitcoin-alpha,1550,in,0.0
bitcoin-alpha,286,out,0.9366673818775626
bitcoin-alpha,286,in,0.0
bitcoin-alpha,205,out,0.0
bitcoin-alpha,205,in,0.0
bitcoin-alpha,1359,out,0.0
bitcoin-alpha,1359,in,0.0
bitcoin-alpha,1459,out,0.0
bitcoin-alpha,1459,in,0.0
bitcoin-alpha,135,out,0.20062232431271465
bitcoin-alpha,135,in,0.0
bitcoin-alpha,7432,out,0.0
bitcoin-alpha,7432,in,0.9182958340544896
bitcoin-alpha,1815,out,0.0
bitcoin-alpha,1815,in,0.0
bitcoin-alpha,3127,out,0.0
bitcoin-alpha,3127,in,0.0
bitcoin-alpha,1836,out,0.0
bitcoin-alpha,1836,in,0.0
bitcoin-alpha,266,out,0.0
bitcoin-alpha,266,in,0.0
bitcoin-alpha,2311,out,0.0
bitcoin-alpha,2311,in,0.0
bitcoin-alpha,2308,out,0.0
bitcoin-alpha,2308,in,0.0
bitcoin-alpha,27,out,0.0
