LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.6875-0.7188	0.6875-0.7188		4	below_min_n
0.7188-0.7500	0.6875-0.7188		2	below_min_n
0.7500-0.7812	0.6875-0.7188		1	below_min_n
0.7812-0.8125	0.6875-0.7188		2	below_min_n
0.8125-0.8438	0.6875-0.7188		3	below_min_n
0.8438-0.8750	0.6875-0.7188		2	below_min_n
0.8750-0.9062	0.6875-0.7188		1	below_min_n
0.9062-0.9375	0.6875-0.7188		3	below_min_n
0.9375-0.9688	0.6875-0.7188		4	below_min_n
0.9688-1.0000	0.6875-0.7188		6	below_min_n
0.0000-0.0312	0.7188-0.7500	1.0000	28	
0.0312-0.0625	0.7188-0.7500		0	empty
0.0625-0.0938	0.7188-0.7500		2	below_min_n
0.0938-0.1250	0.7188-0.7500		6	below_min_n
0.1250-0.1562	0.7188-0.7500		7	below_min_n
0.1562-0.1875	0.7188-0.7500		7	below_min_n
0.1875-0.2188	0.7188-0.7500		8	below_min_n
0.2188-0.2500	0.7188-0.7500		9	below_min_n
0.2500-0.2812	0.7188-0.7500		6	below_min_n
0.2812-0.3125	0.7188-0.7500		4	below_min_n
0.3125-0.3438	0.7188-0.7500		4	below_min_n
0.3438-0.3750	0.7188-0.7500		3	below_min_n
0.3750-0.4062	0.7188-0.7500		3	below_min_n
0.4062-0.4375	0.7188-0.7500		2	below_min_n
0.4375-0.4688	0.7188-0.7500		3	below_min_n
0.4688-0.5000	0.7188-0.7500		3	below_min_n
0.5000-0.5312	0.7188-0.7500		6	below_min_n
0.5312-0.5625	0.7188-0.7500		2	below_min_n
0.5625-0.5938	0.7188-0.7500		7	below_min_n
0.5938-0.6250	0.7188-0.7500		3	below_min_n
0.6250-0.6562	0.7188-0.7500		1	below_min_n
0.6562-0.6875	0.7188-0.7500		6	below_min_n
0.6875-0.7188	0.7188-0.7500		2	below_min_n
0.7188-0.7500	0.7188-0.7500		7	below_min_n
0.7500-0.7812	0.7188-0.7500		5	below_min_n
0.7812-0.8125	0.7188-0.7500		3	below_min_n
0.8125-0.8438	0.7188-0.7500		0	empty
0.8438-0.8750	0.7188-0.7500		3	below_min_n
0.8750-0.9062	0.7188-0.7500		1	below_min_n
0.9062-0.9375	0.7188-0.7500		1	below_min_n
0.9375-0.9688	0.7188-0.7500		7	below_min_n
0.9688-1.0000	0.7188-0.7500		7	below_min_n
0.0000-0.0312	0.7500-0.7812		18	below_min_n
0.0312-0.0625	0.7500-0.7812		1	below_min_n
0.0625-0.0938	0.7500-0.7812		3	below_min_n
0.0938-0.1250	0.7500-0.7812		3	below_min_n
0.1250-0.1562	0.7500-0.7812		5	below_min_n
0.1562-0.1875	0.7500-0.7812		5	below_min_n
0.1875-0.2188	0.7500-0.7812		5	below_min_n
0.2188-0.2500	0.7500-0.7812		5	below_min_n
0.2500-0.2812	0.7500-0.7812		1	below_min_n
0.2812-0.3125	0.7500-0.7812		1	below_min_n
0.3125-0.3438	0.7500-0.7812		1	below_min_n
0.3438-0.3750	0.7500-0.7812		1	below_min_n
0.3750-0.4062	0.7500-0.7812		1	below_min_n
0.4062-0.4375	0.7500-0.7812		0	empty
0.4375-0.4688	0.7500-0.7812		0	empty
0.4688-0.5000	0.7500-0.7812		3	below_min_n
0.5000-0.5312	0.7500-0.7812		4	below_min_n
0.5312-0.5625	0.7500-0.7812		1	below_min_n
0.5625-0.5938	0.7500-0.7812		2	below_min_n
0.5938-0.6250	0.7500-0.7812		1	below_min_n
0.6250-0.6562	0.7500-0.7812		1	below_min_n
0.6562-0.6875	0.7500-0.7812		2	below_min_n
0.6875-0.7188	0.7500-0.7812		1	below_min_n
0.7188-0.7500	0.7500-0.7812		0	empty
0.7500-0.7812	0.7500-0.7812		2	below_min_n
0.7812-0.8125	0.7500-0.7812		1	below_min_n
0.8125-0.8438	0.7500-0.7812		1	below_min_n
0.8438-0.8750	0.7500-0.7812		1	below_min_n
0.8750-0.9062	0.7500-0.7812		1	below_min_n
0.9062-0.9375	0.7500-0.7812		2	below_min_n
0.9375-0.9688	0.7500-0.7812		3	below_min_n
0.9688-1.0000	0.7500-0.7812		9	below_min_n
0.0000-0.0312	0.7812-0.8125	0.7920	35	
0.0312-0.0625	0.7812-0.8125		0	empty
0.0625-0.0938	0.7812-0.8125		5	below_min_n
0.0938-0.1250	0.7812-0.8125		4	below_min_n
0.1250-0.1562	0.7812-0.8125		5	below_min_n
0.1562-0.1875	0.7812-0.8125		7	below_min_n
0.1875-0.2188	0.7812-0.8125		1	below_min_n
0.2188-0.2500	0.7812-0.8125		6	below_min_n
0.2500-0.2812	0.7812-0.8125		5	below_min_n
0.2812-0.3125	0.7812-0.8125		3	below_min_n
0.3125-0.3438	0.7812-0.8125		4	below_min_n
0.3438-0.3750	0.7812-0.8125		1	below_min_n
0.3750-0.4062	0.7812-0.8125		4	below_min_n
0.4062-0.4375	0.7812-0.8125		7	below_min_n
0.4375-0.4688	0.7812-0.8125		2	below_min_n
0.4688-0.5000	0.7812-0.8125		1	below_min_n
0.5000-0.5312	0.7812-0.8125		4	below_min_n
0.5312-0.5625	0.7812-0.8125		2	below_min_n
0.5625-0.5938	0.7812-0.8125		4	below_min_n
0.5938-0.6250	0.7812-0.8125		4	below_min_n
0.6250-0.6562	0.7812-0.8125		3	below_min_n
0.6562-0.6875	0.7812-0.8125		6	below_min_n
0.6875-0.7188	0.7812-0.8125		4	below_min_n
0.7188-0.7500	0.7812-0.8125		1	below_min_n
0.7500-0.7812	0.7812-0.8125		2	below_min_n
0.7812-0.8125	0.7812-0.8125		3	below_min_n
0.8125-0.8438	0.7812-0.8125		1	below_min_n
0.8438-0.8750	0.7812-0.8125		3	below_min_n
0.8750-0.9062	0.7812-0.8125		8	below_min_n
0.9062-0.9375	0.7812-0.8125		1	below_min_n
0.9375-0.9688	0.7812-0.8125		8	below_min_n
0.9688-1.0000	0.7812-0.8125		6	below_min_n
0.0000-0.0312	0.8125-0.8438	0.8462	20	
0.0312-0.0625	0.8125-0.8438		0	empty
0.0625-0.0938	0.8125-0.8438		3	below_min_n
0.0938-0.1250	0.8125-0.8438		7	below_min_n
0.1250-0.1562	0.8125-0.8438		7	below_min_n
0.1562-0.1875	0.8125-0.8438		4	below_min_n
0.1875-0.2188	0.8125-0.8438		3	below_min_n
0.2188-0.2500	0.8125-0.8438		2	below_min_n
0.2500-0.2812	0.8125-0.8438		0	empty
0.2812-0.3125	0.8125-0.8438		1	below_min_n
0.3125-0.3438	0.8125-0.8438		1	below_min_n
0.3438-0.3750	0.8125-0.8438		2	below_min_n
0.3750-0.4062	0.8125-0.8438		3	below_min_n
0.4062-0.4375	0.8125-0.8438		1	below_min_n
0.4375-0.4688	0.8125-0.8438		3	below_min_n
0.4688-0.5000	0.8125-0.8438		1	below_min_n
0.5000-0.5312	0.8125-0.8438		4	below_min_n
0.5312-0.5625	0.8125-0.8438		1	below_min_n
0.5625-0.5938	0.8125-0.8438		1	below_min_n
0.5938-0.6250	0.8125-0.8438		3	below_min_n
0.6250-0.6562	0.8125-0.8438		2	below_min_n
0.6562-0.6875	0.8125-0.8438		6	below_min_n
0.6875-0.7188	0.8125-0.8438		3	below_min_n
0.7188-0.7500	0.8125-0.8438		1	below_min_n
0.7500-0.7812	0.8125-0.8438		3	below_min_n
0.7812-0.8125	0.8125-0.8438		0	empty
0.8125-0.8438	0.8125-0.8438		1	below_min_n
0.8438-0.8750	0.8125-0.8438		0	empty
0.8750-0.9062	0.8125-0.8438		2	below_min_n
0.9062-0.9375	0.8125-0.8438		2	below_min_n
0.9375-0.9688	0.8125-0.8438		8	below_min_n
0.9688-1.0000	0.8125-0.8438		4	below_min_n
0.0000-0.0312	0.8438-0.8750	0.8643	24	
0.0312-0.0625	0.8438-0.8750		0	empty
0.0625-0.0938	0.8438-0.8750		5	below_min_n
0.0938-0.1250	0.8438-0.8750		13	below_min_n
0.1250-0.1562	0.8438-0.8750		8	below_min_n
0.1562-0.1875	0.8438-0.8750		9	below_min_n
0.1875-0.2188	0.8438-0.8750		3	below_min_n
0.2188-0.2500	0.8438-0.8750		3	below_min_n
0.2500-0.2812	0.8438-0.8750		3	below_min_n
0.2812-0.3125	0.8438-0.8750		2	below_min_n
0.3125-0.3438	0.8438-0.8750		3	below_min_n
0.3438-0.3750	0.8438-0.8750		2	below_min_n
0.3750-0.4062	0.8438-0.8750		3	below_min_n
0.4062-0.4375	0.8438-0.8750		2	below_min_n
0.4375-0.4688	0.8438-0.8750		1	below_min_n
0.4688-0.5000	0.8438-0.8750		2	below_min_n
0.5000-0.5312	0.8438-0.8750		4	below_min_n
0.5312-0.5625	0.8438-0.8750		2	below_min_n
0.5625-0.5938	0.8438-0.8750		2	below_min_n
0.5938-0.6250	0.8438-0.8750		5	below_min_n
0.6250-0.6562	0.8438-0.8750		2	below_min_n
0.6562-0.6875	0.8438-0.8750		5	below_min_n
0.6875-0.7188	0.8438-0.8750		4	below_min_n
0.7188-0.7500	0.8438-0.8750		4	below_min_n
0.7500-0.7812	0.8438-0.8750		2	below_min_n
0.7812-0.8125	0.8438-0.8750		0	empty
0.8125-0.8438	0.8438-0.8750		3	below_min_n
0.8438-0.8750	0.8438-0.8750		6	below_min_n
0.8750-0.9062	0.8438-0.8750		4	below_min_n
0.9062-0.9375	0.8438-0.8750		4	below_min_n
0.9375-0.9688	0.8438-0.8750		6	below_min_n
0.9688-1.0000	0.8438-0.8750		18	below_min_n
0.0000-0.0312	0.8750-0.9062	0.8528	38	
0.0312-0.0625	0.8750-0.9062		0	empty
0.0625-0.0938	0.8750-0.9062		7	below_min_n
0.0938-0.1250	0.8750-0.9062		7	below_min_n
0.1250-0.1562	0.8750-0.9062		9	below_min_n
0.1562-0.1875	0.8750-0.9062		9	below_min_n
0.1875-0.2188	0.8750-0.9062		1	below_min_n
0.2188-0.2500	0.8750-0.9062		10	below_min_n
0.2500-0.2812	0.8750-0.9062		7	below_min_n
0.2812-0.3125	0.8750-0.9062		3	below_min_n
0.3125-0.3438	0.8750-0.9062		2	below_min_n
0.3438-0.3750	0.8750-0.9062		2	below_min_n
0.3750-0.4062	0.8750-0.9062		3	below_min_n
0.4062-0.4375	0.8750-0.9062		3	below_min_n
0.4375-0.4688	0.8750-0.9062		1	below_min_n
0.4688-0.5000	0.8750-0.9062		4	below_min_n
0.5000-0.5312	0.8750-0.9062		7	below_min_n
0.5312-0.5625	0.8750-0.9062		2	below_min_n
0.5625-0.5938	0.8750-0.9062		1	below_min_n
0.5938-0.6250	0.8750-0.9062		3	below_min_n
0.6250-0.6562	0.8750-0.9062		6	below_min_n
0.6562-0.6875	0.8750-0.9062		5	below_min_n
0.6875-0.7188	0.8750-0.9062		8	below_min_n
0.7188-0.7500	0.8750-0.9062		6	below_min_n
0.7500-0.7812	0.8750-0.9062		1	below_min_n
0.7812-0.8125	0.8750-0.9062		2	below_min_n
0.8125-0.8438	0.8750-0.9062		0	empty
0.8438-0.8750	0.8750-0.9062		6	below_min_n
0.8750-0.9062	0.8750-0.9062		7	below_min_n
0.9062-0.9375	0.8750-0.9062		3	below_min_n
0.9375-0.9688	0.8750-0.9062		8	below_min_n
0.9688-1.0000	0.8750-0.9062		10	below_min_n
0.0000-0.0312	0.9062-0.9375	0.8230	41	
0.0312-0.0625	0.9062-0.9375		0	empty
0.0625-0.0938	0.9062-0.9375		3	below_min_n
0.0938-0.1250	0.9062-0.9375		4	below_min_n
0.1250-0.1562	0.9062-0.9375		10	below_min_n
0.1562-0.1875	0.9062-0.9375		5	below_min_n
0.1875-0.2188	0.9062-0.9375		8	below_min_n
0.2188-0.2500	0.9062-0.9375		12	below_min_n
0.2500-0.2812	0.9062-0.9375		5	below_min_n
0.2812-0.3125	0.9062-0.9375		6	below_min_n
0.3125-0.3438	0.9062-0.9375		6	below_min_n
0.3438-0.3750	0.9062-0.9375		2	below_min_n
0.3750-0.4062	0.9062-0.9375		1	below_min_n
0.4062-0.4375	0.9062-0.9375		3	below_min_n
0.4375-0.4688	0.9062-0.9375		2	below_min_n
0.4688-0.5000	0.9062-0.9375		6	below_min_n
0.5000-0.5312	0.9062-0.9375		8	below_min_n
0.5312-0.5625	0.9062-0.9375		0	empty
0.5625-0.5938	0.9062-0.9375		4	below_min_n
0.5938-0.6250	0.9062-0.9375		3	below_min_n
0.6250-0.6562	0.9062-0.9375		4	below_min_n
0.6562-0.6875	0.9062-0.9375		10	below_min_n
0.6875-0.7188	0.9062-0.9375		1	below_min_n
0.7188-0.7500	0.9062-0.9375		8	below_min_n
0.7500-0.7812	0.9062-0.9375		1	below_min_n
0.7812-0.8125	0.9062-0.9375		2	below_min_n
0.8125-0.8438	0.9062-0.9375		1	below_min_n
0.8438-0.8750	0.9062-0.9375		7	below_min_n
0.8750-0.9062	0.9062-0.9375		0	empty
0.9062-0.9375	0.9062-0.9375		1	below_min_n
0.9375-0.9688	0.9062-0.9375		8	below_min_n
0.9688-1.0000	0.9062-0.9375		11	below_min_n
0.0000-0.0312	0.9375-0.9688	0.7670	38	
0.0312-0.0625	0.9375-0.9688		2	below_min_n
0.0625-0.0938	0.9375-0.9688		4	below_min_n
0.0938-0.1250	0.9375-0.9688		14	below_min_n
0.1250-0.1562	0.9375-0.9688		12	below_min_n
0.1562-0.1875	0.9375-0.9688		12	below_min_n
0.1875-0.2188	0.9375-0.9688		6	below_min_n
0.2188-0.2500	0.9375-0.9688		12	below_min_n
0.2500-0.2812	0.9375-0.9688		5	below_min_n
0.2812-0.3125	0.9375-0.9688		5	below_min_n
0.3125-0.3438	0.9375-0.9688		4	below_min_n
0.3438-0.3750	0.9375-0.9688		4	below_min_n
0.3750-0.4062	0.9375-0.9688		3	below_min_n
0.4062-0.4375	0.9375-0.9688		5	below_min_n
0.4375-0.4688	0.9375-0.9688		5	below_min_n
0.4688-0.5000	0.9375-0.9688		8	below_min_n
0.5000-0.5312	0.9375-0.9688		4	below_min_n
0.5312-0.5625	0.9375-0.9688		5	below_min_n
0.5625-0.5938	0.9375-0.9688		4	below_min_n
0.5938-0.6250	0.9375-0.9688		8	below_min_n
0.6250-0.6562	0.9375-0.9688		5	below_min_n
0.6562-0.6875	0.9375-0.9688		8	below_min_n
0.6875-0.7188	0.9375-0.9688		6	below_min_n
0.7188-0.7500	0.9375-0.9688		8	below_min_n
0.7500-0.7812	0.9375-0.9688		6	below_min_n
0.7812-0.8125	0.9375-0.9688		6	below_min_n
0.8125-0.8438	0.9375-0.9688		3	below_min_n
0.8438-0.8750	0.9375-0.9688		9	below_min_n
0.8750-0.9062	0.9375-0.9688		6	below_min_n
0.9062-0.9375	0.9375-0.9688		9	below_min_n
0.9375-0.9688	0.9375-0.9688		11	below_min_n
0.9688-1.0000	0.9375-0.9688		18	below_min_n
0.0000-0.0312	0.9688-1.0000	0.7705	80	
0.0312-0.0625	0.9688-1.0000		1	below_min_n
0.0625-0.0938	0.9688-1.0000		15	below_min_n
0.0938-0.1250	0.9688-1.0000	0.7615	23	
0.1250-0.1562	0.9688-1.0000		19	below_min_n
0.1562-0.1875	0.9688-1.0000	0.7576	20	
0.1875-0.2188	0.9688-1.0000	0.4896	20	
0.2188-0.2500	0.9688-1.0000		19	below_min_n
0.2500-0.2812	0.9688-1.0000		14	below_min_n
0.2812-0.3125	0.9688-1.0000		8	below_min_n
0.3125-0.3438	0.9688-1.0000		6	below_min_n
0.3438-0.3750	0.9688-1.0000		3	below_min_n
0.3750-0.4062	0.9688-1.0000		6	below_min_n
0.4062-0.4375	0.9688-1.0000		7	below_min_n
0.4375-0.4688	0.9688-1.0000		6	below_min_n
0.4688-0.5000	0.9688-1.0000		13	below_min_n
0.5000-0.5312	0.9688-1.0000		18	below_min_n
0.5312-0.5625	0.9688-1.0000		10	below_min_n
0.5625-0.5938	0.9688-1.0000		7	below_min_n
0.5938-0.6250	0.9688-1.0000		12	below_min_n
0.6250-0.6562	0.9688-1.0000		7	below_min_n
0.6562-0.6875	0.9688-1.0000	0.6696	22	
0.6875-0.7188	0.9688-1.0000		5	below_min_n
0.7188-0.7500	0.9688-1.0000		13	below_min_n
0.7500-0.7812	0.9688-1.0000		9	below_min_n
0.7812-0.8125	0.9688-1.0000		3	below_min_n
0.8125-0.8438	0.9688-1.0000		5	below_min_n
0.8438-0.8750	0.9688-1.0000		14	below_min_n
0.8750-0.9062	0.9688-1.0000		6	below_min_n
0.9062-0.9375	0.9688-1.0000		13	below_min_n
0.9375-0.9688	0.9688-1.0000	0.5833	23	
0.9688-1.0000	0.9688-1.0000	0.9074	43	

=== wiki-elec | variant=in_in | binning=fixed | n_buckets=32 | model=GINEConv ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.0000-0.0312	0.0000-0.0312	1.0000	237	
0.0312-0.0625	0.0000-0.0312		8	below_min_n
0.0625-0.0938	0.0000-0.0312	1.0000	54	
0.0938-0.1250	0.0000-0.0312	1.0000	66	
0.1250-0.1562	0.0000-0.0312	1.0000	79	
0.1562-0.1875	0.0000-0.0312	1.0000	47	
0.1875-0.2188	0.0000-0.0312	1.0000	32	
0.2188-0.2500	0.0000-0.0312	1.0000	42	
0.2500-0.2812	0.0000-0.0312	1.0000	46	
0.2812-0.3125	0.0000-0.0312		34	single_class
0.3125-0.3438	0.0000-0.0312	1.0000	29	
0.3438-0.3750	0.0000-0.0312		17	below_min_n
0.3750-0.4062	0.0000-0.0312		11	below_min_n
0.4062-0.4375	0.0000-0.0312		20	single_class
0.4375-0.4688	0.0000-0.0312	1.0000	35	
0.4688-0.5000	0.0000-0.0312	1.0000	22	
0.5000-0.5312	0.0000-0.0312	1.0000	23	
0.5312-0.5625	0.0000-0.0312	1.0000	21	
0.5625-0.5938	0.0000-0.0312		21	single_class
0.5938-0.6250	0.0000-0.0312	1.0000	31	
0.6250-0.6562	0.0000-0.0312	1.0000	21	
0.6562-0.6875	0.0000-0.0312	1.0000	38	
0.6875-0.7188	0.0000-0.0312	1.0000	25	
0.7188-0.7500	0.0000-0.0312		15	below_min_n
0.7500-0.7812	0.0000-0.0312	1.0000	21	
0.7812-0.8125	0.0000-0.0312		13	below_min_n
0.8125-0.8438	0.0000-0.0312		6	below_min_n
0.8438-0.8750	0.0000-0.0312	1.0000	24	
0.8750-0.9062	0.0000-0.0312		19	below_min_n
0.9062-0.9375	0.0000-0.0312	1.0000	26	
0.9375-0.9688	0.0000-0.0312	1.0000	58	
0.9688-1.0000	0.0000-0.0312	1.0000	60	
0.0000-0.0312	0.0312-0.0625		3	below_min_n
0.0312-0.0625	0.0312-0.0625		1	below_min_n
0.0625-0.0938	0.0312-0.0625		1	below_min_n
0.0938-0.1250	0.0312-0.0625		1	below_min_n
0.1250-0.1562	0.0312-0.0625		0	empty
0.1562-0.1875	0.0312-0.0625		0	empty
0.1875-0.2188	0.0312-0.0625		0	empty
0.2188-0.2500	0.0312-0.0625		0	empty
0.2500-0.2812	0.0312-0.0625		0	empty
0.2812-0.3125	0.0312-0.0625		0	empty
0.3125-0.3438	0.0312-0.0625		0	empty
0.3438-0.3750	0.0312-0.0625		0	empty
0.3750-0.4062	0.0312-0.0625		1	below_min_n
0.4062-0.4375	0.0312-0.0625		0	empty
0.4375-0.4688	0.0312-0.0625		0	empty
0.4688-0.5000	0.0312-0.0625		0	empty
0.5000-0.5312	0.0312-0.0625		0	empty
0.5312-0.5625	0.0312-0.0625		0	empty
0.5625-0.5938	0.0312-0.0625		1	below_min_n
0.5938-0.6250	0.0312-0.0625		0	empty
0.6250-0.6562	0.0312-0.0625		0	empty
0.6562-0.6875	0.0312-0.0625		0	empty
0.6875-0.7188	0.0312-0.0625		0	empty
0.7188-0.7500	0.0312-0.0625		0	empty
0.7500-0.7812	0.0312-0.0625		2	below_min_n
0.7812-0.8125	0.0312-0.0625		0	empty
0.8125-0.8438	0.0312-0.0625		0	empty
0.8438-0.8750	0.0312-0.0625		0	empty
0.8750-0.9062	0.0312-0.0625		0	empty
0.9062-0.9375	0.0312-0.0625		0	empty
0.9375-0.9688	0.0312-0.0625		1	below_min_n
0.9688-1.0000	0.0312-0.0625		0	empty
0.0000-0.0312	0.0625-0.0938		27	single_class
0.0312-0.0625	0.0625-0.0938		2	below_min_n
0.0625-0.0938	0.0625-0.0938		7	below_min_n
0.0938-0.1250	0.0625-0.0938		9	below_min_n
0.1250-0.1562	0.0625-0.0938		10	below_min_n
0.1562-0.1875	0.0625-0.0938		5	below_min_n
0.1875-0.2188	0.0625-0.0938		0	empty
0.2188-0.2500	0.0625-0.0938		3	below_min_n
0.2500-0.2812	0.0625-0.0938		2	below_min_n
0.2812-0.3125	0.0625-0.0938		3	below_min_n
0.3125-0.3438	0.0625-0.0938		6	below_min_n
0.3438-0.3750	0.0625-0.0938		0	empty
0.3750-0.4062	0.0625-0.0938		4	below_min_n
0.4062-0.4375	0.0625-0.0938		0	empty
0.4375-0.4688	0.0625-0.0938		0	empty
0.4688-0.5000	0.0625-0.0938		2	below_min_n
0.5000-0.5312	0.0625-0.0938		2	below_min_n
0.5312-0.5625	0.0625-0.0938		0	empty
0.5625-0.5938	0.0625-0.0938		3	below_min_n
0.5938-0.6250	0.0625-0.0938		5	below_min_n
0.6250-0.6562	0.0625-0.0938		2	below_min_n
0.6562-0.6875	0.0625-0.0938		4	below_min_n
0.6875-0.7188	0.0625-0.0938		3	below_min_n
0.7188-0.7500	0.0625-0.0938		1	below_min_n
0.7500-0.7812	0.0625-0.0938		2	below_min_n
0.7812-0.8125	0.0625-0.0938		1	below_min_n
0.8125-0.8438	0.0625-0.0938		1	below_min_n
0.8438-0.8750	0.0625-0.0938		5	below_min_n
0.8750-0.9062	0.0625-0.0938		0	empty
0.9062-0.9375	0.0625-0.0938		2	below_min_n
0.9375-0.9688	0.0625-0.0938		6	below_min_n
0.9688-1.0000	0.0625-0.0938		10	below_min_n
0.0000-0.0312	0.0938-0.1250	1.0000	47	
0.0312-0.0625	0.0938-0.1250		2	below_min_n
0.0625-0.0938	0.0938-0.1250		9	below_min_n
0.0938-0.1250	0.0938-0.1250		12	below_min_n
0.1250-0.1562	0.0938-0.1250		13	below_min_n
0.1562-0.1875	0.0938-0.1250		8	below_min_n
0.1875-0.2188	0.0938-0.1250		5	below_min_n
0.2188-0.2500	0.0938-0.1250		8	below_min_n
0.2500-0.2812	0.0938-0.1250		9	below_min_n
0.2812-0.3125	0.0938-0.1250		9	below_min_n
0.3125-0.3438	0.0938-0.1250		6	below_min_n
0.3438-0.3750	0.0938-0.1250		1	below_min_n
0.3750-0.4062	0.0938-0.1250		2	below_min_n
0.4062-0.4375	0.0938-0.1250		2	below_min_n
0.4375-0.4688	0.0938-0.1250		2	below_min_n
0.4688-0.5000	0.0938-0.1250		6	below_min_n
0.5000-0.5312	0.0938-0.1250		4	below_min_n
0.5312-0.5625	0.0938-0.1250		4	below_min_n
0.5625-0.5938	0.0938-0.1250		4	below_min_n
0.5938-0.6250	0.0938-0.1250		4	below_min_n
0.6250-0.6562	0.0938-0.1250		4	below_min_n
0.6562-0.6875	0.0938-0.1250		7	below_min_n
0.6875-0.7188	0.0938-0.1250		5	below_min_n
0.7188-0.7500	0.0938-0.1250		6	below_min_n
0.7500-0.7812	0.0938-0.1250		5	below_min_n
0.7812-0.8125	0.0938-0.1250		0	empty
0.8125-0.8438	0.0938-0.1250		1	below_min_n
0.8438-0.8750	0.0938-0.1250		2	below_min_n
0.8750-0.9062	0.0938-0.1250		3	below_min_n
0.9062-0.9375	0.0938-0.1250		7	below_min_n
0.9375-0.9688	0.0938-0.1250		9	below_min_n
0.9688-1.0000	0.0938-0.1250		12	below_min_n
0.0000-0.0312	0.1250-0.1562	0.8919	39	
0.0312-0.0625	0.1250-0.1562		1	below_min_n
0.0625-0.0938	0.1250-0.1562		11	below_min_n
0.0938-0.1250	0.1250-0.1562		13	below_min_n
0.1250-0.1562	0.1250-0.1562		6	below_min_n
0.1562-0.1875	0.1250-0.1562		8	below_min_n
0.1875-0.2188	0.1250-0.1562		9	below_min_n
0.2188-0.2500	0.1250-0.1562		13	below_min_n
0.2500-0.2812	0.1250-0.1562		7	below_min_n
0.2812-0.3125	0.1250-0.1562		6	below_min_n
0.3125-0.3438	0.1250-0.1562		4	below_min_n
0.3438-0.3750	0.1250-0.1562		4	below_min_n
0.3750-0.4062	0.1250-0.1562		9	below_min_n
0.4062-0.4375	0.1250-0.1562		2	below_min_n
0.4375-0.4688	0.1250-0.1562		5	below_min_n
0.4688-0.5000	0.1250-0.1562		3	below_min_n
0.5000-0.5312	0.1250-0.1562		4	below_min_n
0.5312-0.5625	0.1250-0.1562		4	below_min_n
0.5625-0.5938	0.1250-0.1562		3	below_min_n
0.5938-0.6250	0.1250-0.1562		3	below_min_n
0.6250-0.6562	0.1250-0.1562		4	below_min_n
0.6562-0.6875	0.1250-0.1562		6	below_min_n
0.6875-0.7188	0.1250-0.1562		5	below_min_n
0.7188-0.7500	0.1250-0.1562		5	below_min_n
0.7500-0.7812	0.1250-0.1562		6	below_min_n
0.7812-0.8125	0.1250-0.1562		1	below_min_n
0.8125-0.8438	0.1250-0.1562		2	below_min_n
0.8438-0.8750	0.1250-0.1562		5	below_min_n
0.8750-0.9062	0.1250-0.1562		7	below_min_n
0.9062-0.9375	0.1250-0.1562		5	below_min_n
0.9375-0.9688	0.1250-0.1562		6	below_min_n
0.9688-1.0000	0.1250-0.1562		13	below_min_n
0.0000-0.0312	0.1562-0.1875	0.5862	32	
0.0312-0.0625	0.1562-0.1875		1	below_min_n
0.0625-0.0938	0.1562-0.1875		2	below_min_n
0.0938-0.1250	0.1562-0.1875		11	below_min_n
0.1250-0.1562	0.1562-0.1875		6	below_min_n
0.1562-0.1875	0.1562-0.1875		7	below_min_n
0.1875-0.2188	0.1562-0.1875		4	below_min_n
0.2188-0.2500	0.1562-0.1875		8	below_min_n
0.2500-0.2812	0.1562-0.1875		9	below_min_n
0.2812-0.3125	0.1562-0.1875		3	below_min_n
0.3125-0.3438	0.1562-0.1875		3	below_min_n
0.3438-0.3750	0.1562-0.1875		2	below_min_n
0.3750-0.4062	0.1562-0.1875		1	below_min_n
0.4062-0.4375	0.1562-0.1875		1	below_min_n
0.4375-0.4688	0.1562-0.1875		7	below_min_n
0.4688-0.5000	0.1562-0.1875		1	below_min_n
0.5000-0.5312	0.1562-0.1875		3	below_min_n
0.5312-0.5625	0.1562-0.1875		3	below_min_n
0.5625-0.5938	0.1562-0.1875		5	below_min_n
0.5938-0.6250	0.1562-0.1875		3	below_min_n
0.6250-0.6562	0.1562-0.1875		3	below_min_n
0.6562-0.6875	0.1562-0.1875		1	below_min_n
0.6875-0.7188	0.1562-0.1875		2	below_min_n
0.7188-0.7500	0.1562-0.1875		0	empty
0.7500-0.7812	0.1562-0.1875		3	below_min_n
0.7812-0.8125	0.1562-0.1875		2	below_min_n
0.8125-0.8438	0.1562-0.1875		0	empty
0.8438-0.8750	0.1562-0.1875		2	below_min_n
0.8750-0.9062	0.1562-0.1875		2	below_min_n
0.9062-0.9375	0.1562-0.1875		3	below_min_n
0.9375-0.9688	0.1562-0.1875		5	below_min_n
0.9688-1.0000	0.1562-0.1875		11	below_min_n
0.0000-0.0312	0.1875-0.2188	1.0000	25	
0.0312-0.0625	0.1875-0.2188		0	empty
0.0625-0.0938	0.1875-0.2188		4	below_min_n
0.0938-0.1250	0.1875-0.2188		6	below_min_n
0.1250-0.1562	0.1875-0.2188		6	below_min_n
0.1562-0.1875	0.1875-0.2188		11	below_min_n
0.1875-0.2188	0.1875-0.2188		1	below_min_n
0.2188-0.2500	0.1875-0.2188		6	below_min_n
