LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.6875-0.7188	0.1875-0.2188		11	below_min_n
0.7188-0.7500	0.1875-0.2188		17	below_min_n
0.7500-0.7812	0.1875-0.2188		16	below_min_n
0.7812-0.8125	0.1875-0.2188		9	below_min_n
0.8125-0.8438	0.1875-0.2188		5	below_min_n
0.8438-0.8750	0.1875-0.2188		12	below_min_n
0.8750-0.9062	0.1875-0.2188		8	below_min_n
0.9062-0.9375	0.1875-0.2188		17	below_min_n
0.9375-0.9688	0.1875-0.2188		11	below_min_n
0.9688-1.0000	0.1875-0.2188	0.7391	24	
0.0000-0.0312	0.2188-0.2500	0.6143	37	
0.0312-0.0625	0.2188-0.2500		2	below_min_n
0.0625-0.0938	0.2188-0.2500		6	below_min_n
0.0938-0.1250	0.2188-0.2500		3	below_min_n
0.1250-0.1562	0.2188-0.2500		3	below_min_n
0.1562-0.1875	0.2188-0.2500		5	below_min_n
0.1875-0.2188	0.2188-0.2500		5	below_min_n
0.2188-0.2500	0.2188-0.2500		7	below_min_n
0.2500-0.2812	0.2188-0.2500		8	below_min_n
0.2812-0.3125	0.2188-0.2500		15	below_min_n
0.3125-0.3438	0.2188-0.2500		9	below_min_n
0.3438-0.3750	0.2188-0.2500		17	below_min_n
0.3750-0.4062	0.2188-0.2500		17	below_min_n
0.4062-0.4375	0.2188-0.2500		11	below_min_n
0.4375-0.4688	0.2188-0.2500		9	below_min_n
0.4688-0.5000	0.2188-0.2500		15	below_min_n
0.5000-0.5312	0.2188-0.2500		20	single_class
0.5312-0.5625	0.2188-0.2500		18	below_min_n
0.5625-0.5938	0.2188-0.2500		12	below_min_n
0.5938-0.6250	0.2188-0.2500		13	below_min_n
0.6250-0.6562	0.2188-0.2500		19	below_min_n
0.6562-0.6875	0.2188-0.2500		14	below_min_n
0.6875-0.7188	0.2188-0.2500		17	below_min_n
0.7188-0.7500	0.2188-0.2500		27	single_class
0.7500-0.7812	0.2188-0.2500		6	below_min_n
0.7812-0.8125	0.2188-0.2500		12	below_min_n
0.8125-0.8438	0.2188-0.2500		7	below_min_n
0.8438-0.8750	0.2188-0.2500	0.9474	20	
0.8750-0.9062	0.2188-0.2500		15	below_min_n
0.9062-0.9375	0.2188-0.2500		13	below_min_n
0.9375-0.9688	0.2188-0.2500		16	below_min_n
0.9688-1.0000	0.2188-0.2500	0.8333	32	
0.0000-0.0312	0.2500-0.2812		33	single_class
0.0312-0.0625	0.2500-0.2812		1	below_min_n
0.0625-0.0938	0.2500-0.2812		9	below_min_n
0.0938-0.1250	0.2500-0.2812		5	below_min_n
0.1250-0.1562	0.2500-0.2812		3	below_min_n
0.1562-0.1875	0.2500-0.2812		9	below_min_n
0.1875-0.2188	0.2500-0.2812		7	below_min_n
0.2188-0.2500	0.2500-0.2812		6	below_min_n
0.2500-0.2812	0.2500-0.2812		16	below_min_n
0.2812-0.3125	0.2500-0.2812		16	below_min_n
0.3125-0.3438	0.2500-0.2812		4	below_min_n
0.3438-0.3750	0.2500-0.2812		13	below_min_n
0.3750-0.4062	0.2500-0.2812		13	below_min_n
0.4062-0.4375	0.2500-0.2812		10	below_min_n
0.4375-0.4688	0.2500-0.2812		7	below_min_n
0.4688-0.5000	0.2500-0.2812		12	below_min_n
0.5000-0.5312	0.2500-0.2812		16	below_min_n
0.5312-0.5625	0.2500-0.2812		12	below_min_n
0.5625-0.5938	0.2500-0.2812		11	below_min_n
0.5938-0.6250	0.2500-0.2812		16	below_min_n
0.6250-0.6562	0.2500-0.2812		16	below_min_n
0.6562-0.6875	0.2500-0.2812		15	below_min_n
0.6875-0.7188	0.2500-0.2812		13	below_min_n
0.7188-0.7500	0.2500-0.2812		19	below_min_n
0.7500-0.7812	0.2500-0.2812		6	below_min_n
0.7812-0.8125	0.2500-0.2812		9	below_min_n
0.8125-0.8438	0.2500-0.2812		8	below_min_n
0.8438-0.8750	0.2500-0.2812		15	below_min_n
0.8750-0.9062	0.2500-0.2812		13	below_min_n
0.9062-0.9375	0.2500-0.2812		19	below_min_n
0.9375-0.9688	0.2500-0.2812		8	below_min_n
0.9688-1.0000	0.2500-0.2812	0.9103	29	
0.0000-0.0312	0.2812-0.3125	0.9667	31	
0.0312-0.0625	0.2812-0.3125		2	below_min_n
0.0625-0.0938	0.2812-0.3125		3	below_min_n
0.0938-0.1250	0.2812-0.3125		5	below_min_n
0.1250-0.1562	0.2812-0.3125		5	below_min_n
0.1562-0.1875	0.2812-0.3125		7	below_min_n
0.1875-0.2188	0.2812-0.3125		5	below_min_n
0.2188-0.2500	0.2812-0.3125		5	below_min_n
0.2500-0.2812	0.2812-0.3125		16	below_min_n
0.2812-0.3125	0.2812-0.3125		9	below_min_n
0.3125-0.3438	0.2812-0.3125		6	below_min_n
0.3438-0.3750	0.2812-0.3125		14	below_min_n
0.3750-0.4062	0.2812-0.3125		10	below_min_n
0.4062-0.4375	0.2812-0.3125		17	below_min_n
0.4375-0.4688	0.2812-0.3125		15	below_min_n
0.4688-0.5000	0.2812-0.3125		16	below_min_n
0.5000-0.5312	0.2812-0.3125		12	below_min_n
0.5312-0.5625	0.2812-0.3125		15	below_min_n
0.5625-0.5938	0.2812-0.3125		15	below_min_n
0.5938-0.6250	0.2812-0.3125		16	below_min_n
0.6250-0.6562	0.2812-0.3125		12	below_min_n
0.6562-0.6875	0.2812-0.3125		16	below_min_n
0.6875-0.7188	0.2812-0.3125		13	below_min_n
0.7188-0.7500	0.2812-0.3125		19	below_min_n
0.7500-0.7812	0.2812-0.3125		13	below_min_n
0.7812-0.8125	0.2812-0.3125		16	below_min_n
0.8125-0.8438	0.2812-0.3125		5	below_min_n
0.8438-0.8750	0.2812-0.3125		13	below_min_n
0.8750-0.9062	0.2812-0.3125		13	below_min_n
0.9062-0.9375	0.2812-0.3125		19	below_min_n
0.9375-0.9688	0.2812-0.3125		10	below_min_n
0.9688-1.0000	0.2812-0.3125	0.4259	39	
0.0000-0.0312	0.3125-0.3438	1.0000	36	
0.0312-0.0625	0.3125-0.3438		1	below_min_n
0.0625-0.0938	0.3125-0.3438		8	below_min_n
0.0938-0.1250	0.3125-0.3438		4	below_min_n
0.1250-0.1562	0.3125-0.3438		6	below_min_n
0.1562-0.1875	0.3125-0.3438		5	below_min_n
0.1875-0.2188	0.3125-0.3438		4	below_min_n
0.2188-0.2500	0.3125-0.3438		9	below_min_n
0.2500-0.2812	0.3125-0.3438		18	below_min_n
0.2812-0.3125	0.3125-0.3438		23	single_class
0.3125-0.3438	0.3125-0.3438		11	below_min_n
0.3438-0.3750	0.3125-0.3438		17	below_min_n
0.3750-0.4062	0.3125-0.3438		10	below_min_n
0.4062-0.4375	0.3125-0.3438		13	below_min_n
0.4375-0.4688	0.3125-0.3438		10	below_min_n
0.4688-0.5000	0.3125-0.3438		10	below_min_n
0.5000-0.5312	0.3125-0.3438		11	below_min_n
0.5312-0.5625	0.3125-0.3438		20	single_class
0.5625-0.5938	0.3125-0.3438		10	below_min_n
0.5938-0.6250	0.3125-0.3438	1.0000	21	
0.6250-0.6562	0.3125-0.3438		17	below_min_n
0.6562-0.6875	0.3125-0.3438		18	below_min_n
0.6875-0.7188	0.3125-0.3438		14	below_min_n
0.7188-0.7500	0.3125-0.3438	1.0000	23	
0.7500-0.7812	0.3125-0.3438		13	below_min_n
0.7812-0.8125	0.3125-0.3438		11	below_min_n
0.8125-0.8438	0.3125-0.3438		11	below_min_n
0.8438-0.8750	0.3125-0.3438		19	below_min_n
0.8750-0.9062	0.3125-0.3438	0.9545	23	
0.9062-0.9375	0.3125-0.3438	0.7407	29	
0.9375-0.9688	0.3125-0.3438		10	below_min_n
0.9688-1.0000	0.3125-0.3438	0.8452	31	
0.0000-0.0312	0.3438-0.3750		46	single_class
0.0312-0.0625	0.3438-0.3750		1	below_min_n
0.0625-0.0938	0.3438-0.3750		1	below_min_n
0.0938-0.1250	0.3438-0.3750		5	below_min_n
0.1250-0.1562	0.3438-0.3750		4	below_min_n
0.1562-0.1875	0.3438-0.3750		9	below_min_n
0.1875-0.2188	0.3438-0.3750		6	below_min_n
0.2188-0.2500	0.3438-0.3750		9	below_min_n
0.2500-0.2812	0.3438-0.3750		10	below_min_n
0.2812-0.3125	0.3438-0.3750		16	below_min_n
0.3125-0.3438	0.3438-0.3750		15	below_min_n
0.3438-0.3750	0.3438-0.3750		10	below_min_n
0.3750-0.4062	0.3438-0.3750		17	below_min_n
0.4062-0.4375	0.3438-0.3750		13	below_min_n
0.4375-0.4688	0.3438-0.3750		14	below_min_n
0.4688-0.5000	0.3438-0.3750		11	below_min_n
0.5000-0.5312	0.3438-0.3750		13	below_min_n
0.5312-0.5625	0.3438-0.3750		15	below_min_n
0.5625-0.5938	0.3438-0.3750		10	below_min_n
0.5938-0.6250	0.3438-0.3750		18	below_min_n
0.6250-0.6562	0.3438-0.3750		18	below_min_n
0.6562-0.6875	0.3438-0.3750		12	below_min_n
0.6875-0.7188	0.3438-0.3750		14	below_min_n
0.7188-0.7500	0.3438-0.3750		17	below_min_n
0.7500-0.7812	0.3438-0.3750		11	below_min_n
0.7812-0.8125	0.3438-0.3750		18	below_min_n
0.8125-0.8438	0.3438-0.3750		7	below_min_n
0.8438-0.8750	0.3438-0.3750		19	below_min_n
0.8750-0.9062	0.3438-0.3750		14	below_min_n
0.9062-0.9375	0.3438-0.3750	0.9500	26	
0.9375-0.9688	0.3438-0.3750		16	below_min_n
0.9688-1.0000	0.3438-0.3750		19	below_min_n
0.0000-0.0312	0.3750-0.4062	0.8016	45	
0.0312-0.0625	0.3750-0.4062		0	empty
0.0625-0.0938	0.3750-0.4062		8	below_min_n
0.0938-0.1250	0.3750-0.4062		2	below_min_n
0.1250-0.1562	0.3750-0.4062		5	below_min_n
0.1562-0.1875	0.3750-0.4062		9	below_min_n
0.1875-0.2188	0.3750-0.4062		13	below_min_n
0.2188-0.2500	0.3750-0.4062		4	below_min_n
0.2500-0.2812	0.3750-0.4062		15	below_min_n
0.2812-0.3125	0.3750-0.4062		20	single_class
0.3125-0.3438	0.3750-0.4062		11	below_min_n
0.3438-0.3750	0.3750-0.4062		12	below_min_n
0.3750-0.4062	0.3750-0.4062		11	below_min_n
0.4062-0.4375	0.3750-0.4062		15	below_min_n
0.4375-0.4688	0.3750-0.4062		7	below_min_n
0.4688-0.5000	0.3750-0.4062		12	below_min_n
0.5000-0.5312	0.3750-0.4062		13	below_min_n
0.5312-0.5625	0.3750-0.4062		14	below_min_n
0.5625-0.5938	0.3750-0.4062		15	below_min_n
0.5938-0.6250	0.3750-0.4062		15	below_min_n
0.6250-0.6562	0.3750-0.4062	0.8696	24	
0.6562-0.6875	0.3750-0.4062		11	below_min_n
0.6875-0.7188	0.3750-0.4062		16	below_min_n
0.7188-0.7500	0.3750-0.4062		14	below_min_n
0.7500-0.7812	0.3750-0.4062		14	below_min_n
0.7812-0.8125	0.3750-0.4062		15	below_min_n
0.8125-0.8438	0.3750-0.4062		9	below_min_n
0.8438-0.8750	0.3750-0.4062		17	below_min_n
0.8750-0.9062	0.3750-0.4062		18	below_min_n
0.9062-0.9375	0.3750-0.4062		17	below_min_n
0.9375-0.9688	0.3750-0.4062	0.8690	25	
0.9688-1.0000	0.3750-0.4062	0.6522	28	
0.0000-0.0312	0.4062-0.4375	0.9512	43	
0.0312-0.0625	0.4062-0.4375		0	empty
0.0625-0.0938	0.4062-0.4375		9	below_min_n
0.0938-0.1250	0.4062-0.4375		3	below_min_n
0.1250-0.1562	0.4062-0.4375		7	below_min_n
0.1562-0.1875	0.4062-0.4375		8	below_min_n
0.1875-0.2188	0.4062-0.4375		13	below_min_n
0.2188-0.2500	0.4062-0.4375		9	below_min_n
0.2500-0.2812	0.4062-0.4375		15	below_min_n
0.2812-0.3125	0.4062-0.4375	0.9783	25	
0.3125-0.3438	0.4062-0.4375		16	below_min_n
0.3438-0.3750	0.4062-0.4375		15	below_min_n
0.3750-0.4062	0.4062-0.4375		14	below_min_n
0.4062-0.4375	0.4062-0.4375		10	below_min_n
0.4375-0.4688	0.4062-0.4375	1.0000	23	
0.4688-0.5000	0.4062-0.4375		19	below_min_n
0.5000-0.5312	0.4062-0.4375		19	below_min_n
0.5312-0.5625	0.4062-0.4375	0.7667	23	
0.5625-0.5938	0.4062-0.4375	0.9762	23	
0.5938-0.6250	0.4062-0.4375	1.0000	23	
0.6250-0.6562	0.4062-0.4375	1.0000	32	
0.6562-0.6875	0.4062-0.4375	1.0000	26	
0.6875-0.7188	0.4062-0.4375		18	below_min_n
0.7188-0.7500	0.4062-0.4375	1.0000	26	
0.7500-0.7812	0.4062-0.4375		22	single_class
0.7812-0.8125	0.4062-0.4375		18	below_min_n
0.8125-0.8438	0.4062-0.4375		2	below_min_n
0.8438-0.8750	0.4062-0.4375	0.7778	28	
0.8750-0.9062	0.4062-0.4375	0.8319	24	
0.9062-0.9375	0.4062-0.4375	0.8900	25	
0.9375-0.9688	0.4062-0.4375	1.0000	29	
0.9688-1.0000	0.4062-0.4375	0.7650	52	
0.0000-0.0312	0.4375-0.4688		47	single_class
0.0312-0.0625	0.4375-0.4688		1	below_min_n
0.0625-0.0938	0.4375-0.4688		7	below_min_n
0.0938-0.1250	0.4375-0.4688		9	below_min_n
0.1250-0.1562	0.4375-0.4688		3	below_min_n
0.1562-0.1875	0.4375-0.4688		8	below_min_n
0.1875-0.2188	0.4375-0.4688		10	below_min_n
0.2188-0.2500	0.4375-0.4688		2	below_min_n
0.2500-0.2812	0.4375-0.4688		8	below_min_n
0.2812-0.3125	0.4375-0.4688		20	single_class
0.3125-0.3438	0.4375-0.4688		10	below_min_n
0.3438-0.3750	0.4375-0.4688		19	below_min_n
0.3750-0.4062	0.4375-0.4688		12	below_min_n
0.4062-0.4375	0.4375-0.4688		11	below_min_n
0.4375-0.4688	0.4375-0.4688		15	below_min_n
0.4688-0.5000	0.4375-0.4688		9	below_min_n
0.5000-0.5312	0.4375-0.4688		14	below_min_n
0.5312-0.5625	0.4375-0.4688		18	below_min_n
0.5625-0.5938	0.4375-0.4688		10	below_min_n
0.5938-0.6250	0.4375-0.4688		17	below_min_n
0.6250-0.6562	0.4375-0.4688		19	below_min_n
0.6562-0.6875	0.4375-0.4688		17	below_min_n
0.6875-0.7188	0.4375-0.4688		19	below_min_n
0.7188-0.7500	0.4375-0.4688		19	below_min_n
0.7500-0.7812	0.4375-0.4688		12	below_min_n
0.7812-0.8125	0.4375-0.4688		7	below_min_n
0.8125-0.8438	0.4375-0.4688		7	below_min_n
0.8438-0.8750	0.4375-0.4688		17	below_min_n
0.8750-0.9062	0.4375-0.4688		11	below_min_n
0.9062-0.9375	0.4375-0.4688	0.6825	27	
0.9375-0.9688	0.4375-0.4688		19	below_min_n
0.9688-1.0000	0.4375-0.4688	0.8413	34	
0.0000-0.0312	0.4688-0.5000	0.9167	37	
0.0312-0.0625	0.4688-0.5000		3	below_min_n
0.0625-0.0938	0.4688-0.5000		3	below_min_n
0.0938-0.1250	0.4688-0.5000		3	below_min_n
0.1250-0.1562	0.4688-0.5000		6	below_min_n
0.1562-0.1875	0.4688-0.5000		3	below_min_n
0.1875-0.2188	0.4688-0.5000		2	below_min_n
0.2188-0.2500	0.4688-0.5000		12	below_min_n
0.2500-0.2812	0.4688-0.5000		9	below_min_n
0.2812-0.3125	0.4688-0.5000		17	below_min_n
0.3125-0.3438	0.4688-0.5000		11	below_min_n
0.3438-0.3750	0.4688-0.5000		11	below_min_n
0.3750-0.4062	0.4688-0.5000		13	below_min_n
0.4062-0.4375	0.4688-0.5000		5	below_min_n
0.4375-0.4688	0.4688-0.5000		11	below_min_n
0.4688-0.5000	0.4688-0.5000		10	below_min_n
0.5000-0.5312	0.4688-0.5000		19	below_min_n
0.5312-0.5625	0.4688-0.5000		10	below_min_n
0.5625-0.5938	0.4688-0.5000		7	below_min_n
0.5938-0.6250	0.4688-0.5000	0.6389	20	
0.6250-0.6562	0.4688-0.5000		16	below_min_n
0.6562-0.6875	0.4688-0.5000		8	below_min_n
0.6875-0.7188	0.4688-0.5000	0.9737	21	
0.7188-0.7500	0.4688-0.5000		17	below_min_n
0.7500-0.7812	0.4688-0.5000		16	below_min_n
0.7812-0.8125	0.4688-0.5000		15	below_min_n
0.8125-0.8438	0.4688-0.5000		5	below_min_n
0.8438-0.8750	0.4688-0.5000		13	below_min_n
0.8750-0.9062	0.4688-0.5000		13	below_min_n
0.9062-0.9375	0.4688-0.5000	0.6528	22	
0.9375-0.9688	0.4688-0.5000		11	below_min_n
0.9688-1.0000	0.4688-0.5000	0.8300	25	
0.0000-0.0312	0.5000-0.5312	0.9496	46	
0.0312-0.0625	0.5000-0.5312		4	below_min_n
0.0625-0.0938	0.5000-0.5312		4	below_min_n
0.0938-0.1250	0.5000-0.5312		4	below_min_n
0.1250-0.1562	0.5000-0.5312		0	empty
0.1562-0.1875	0.5000-0.5312		6	below_min_n
0.1875-0.2188	0.5000-0.5312		10	below_min_n
0.2188-0.2500	0.5000-0.5312		7	below_min_n
0.2500-0.2812	0.5000-0.5312		13	below_min_n
0.2812-0.3125	0.5000-0.5312		17	below_min_n
0.3125-0.3438	0.5000-0.5312		7	below_min_n
0.3438-0.3750	0.5000-0.5312		14	below_min_n
0.3750-0.4062	0.5000-0.5312		16	below_min_n
0.4062-0.4375	0.5000-0.5312		11	below_min_n
0.4375-0.4688	0.5000-0.5312		14	below_min_n
0.4688-0.5000	0.5000-0.5312		8	below_min_n
0.5000-0.5312	0.5000-0.5312	0.9167	23	
0.5312-0.5625	0.5000-0.5312	0.8333	21	
0.5625-0.5938	0.5000-0.5312	0.8265	21	
0.5938-0.6250	0.5000-0.5312	0.8125	20	
0.6250-0.6562	0.5000-0.5312	0.9429	27	
0.6562-0.6875	0.5000-0.5312	0.8478	25	
0.6875-0.7188	0.5000-0.5312	0.7656	20	
0.7188-0.7500	0.5000-0.5312	0.5714	26	
0.7500-0.7812	0.5000-0.5312		12	below_min_n
0.7812-0.8125	0.5000-0.5312	0.8500	23	
0.8125-0.8438	0.5000-0.5312		15	below_min_n
0.8438-0.8750	0.5000-0.5312	1.0000	24	
0.8750-0.9062	0.5000-0.5312	0.8271	26	
0.9062-0.9375	0.5000-0.5312	0.7778	27	
0.9375-0.9688	0.5000-0.5312		18	below_min_n
0.9688-1.0000	0.5000-0.5312	0.8734	56	
0.0000-0.0312	0.5312-0.5625	0.7133	53	
0.0312-0.0625	0.5312-0.5625		0	empty
0.0625-0.0938	0.5312-0.5625		9	below_min_n
0.0938-0.1250	0.5312-0.5625		5	below_min_n
0.1250-0.1562	0.5312-0.5625		1	below_min_n
0.1562-0.1875	0.5312-0.5625		5	below_min_n
0.1875-0.2188	0.5312-0.5625		15	below_min_n
0.2188-0.2500	0.5312-0.5625		9	below_min_n
0.2500-0.2812	0.5312-0.5625		8	below_min_n
0.2812-0.3125	0.5312-0.5625		13	below_min_n
0.3125-0.3438	0.5312-0.5625		10	below_min_n
0.3438-0.3750	0.5312-0.5625		15	below_min_n
0.3750-0.4062	0.5312-0.5625		14	below_min_n
0.4062-0.4375	0.5312-0.5625		15	below_min_n
0.4375-0.4688	0.5312-0.5625		15	below_min_n
0.4688-0.5000	0.5312-0.5625		7	below_min_n
0.5000-0.5312	0.5312-0.5625		17	below_min_n
0.5312-0.5625	0.5312-0.5625		14	below_min_n
0.5625-0.5938	0.5312-0.5625		14	below_min_n
0.5938-0.6250	0.5312-0.5625		18	below_min_n
0.6250-0.6562	0.5312-0.5625		17	below_min_n
0.6562-0.6875	0.5312-0.5625		22	single_class
0.6875-0.7188	0.5312-0.5625	0.9000	23	
0.7188-0.7500	0.5312-0.5625	0.9474	22	
0.7500-0.7812	0.5312-0.5625		17	below_min_n
0.7812-0.8125	0.5312-0.5625		18	below_min_n
0.8125-0.8438	0.5312-0.5625		7	below_min_n
0.8438-0.8750	0.5312-0.5625	0.8296	32	
0.8750-0.9062	0.5312-0.5625	0.7474	24	
0.9062-0.9375	0.5312-0.5625	0.8526	24	
0.9375-0.9688	0.5312-0.5625	0.6778	21	
0.9688-1.0000	0.5312-0.5625	0.6707	51	
0.0000-0.0312	0.5625-0.5938	0.8710	32	
0.0312-0.0625	0.5625-0.5938		1	below_min_n
0.0625-0.0938	0.5625-0.5938		5	below_min_n
0.0938-0.1250	0.5625-0.5938		3	below_min_n
0.1250-0.1562	0.5625-0.5938		6	below_min_n
0.1562-0.1875	0.5625-0.5938		7	below_min_n
0.1875-0.2188	0.5625-0.5938		4	below_min_n
0.2188-0.2500	0.5625-0.5938		9	below_min_n
0.2500-0.2812	0.5625-0.5938		11	below_min_n
0.2812-0.3125	0.5625-0.5938		12	below_min_n
0.3125-0.3438	0.5625-0.5938		8	below_min_n
0.3438-0.3750	0.5625-0.5938		13	below_min_n
0.3750-0.4062	0.5625-0.5938		13	below_min_n
0.4062-0.4375	0.5625-0.5938		7	below_min_n
0.4375-0.4688	0.5625-0.5938		16	below_min_n
0.4688-0.5000	0.5625-0.5938		14	below_min_n
0.5000-0.5312	0.5625-0.5938		16	below_min_n
0.5312-0.5625	0.5625-0.5938		10	below_min_n
0.5625-0.5938	0.5625-0.5938		8	below_min_n
0.5938-0.6250	0.5625-0.5938		18	below_min_n
0.6250-0.6562	0.5625-0.5938		18	below_min_n
0.6562-0.6875	0.5625-0.5938	0.9474	22	
0.6875-0.7188	0.5625-0.5938		16	below_min_n
0.7188-0.7500	0.5625-0.5938	0.7778	21	
0.7500-0.7812	0.5625-0.5938		15	below_min_n
0.7812-0.8125	0.5625-0.5938		7	below_min_n
0.8125-0.8438	0.5625-0.5938		3	below_min_n
0.8438-0.8750	0.5625-0.5938	1.0000	21	
0.8750-0.9062	0.5625-0.5938		13	below_min_n
0.9062-0.9375	0.5625-0.5938		18	below_min_n
0.9375-0.9688	0.5625-0.5938		12	below_min_n
0.9688-1.0000	0.5625-0.5938	0.7581	45	
0.0000-0.0312	0.5938-0.6250	0.8029	56	
0.0312-0.0625	0.5938-0.6250		3	below_min_n
0.0625-0.0938	0.5938-0.6250		6	below_min_n
0.0938-0.1250	0.5938-0.6250		4	below_min_n
0.1250-0.1562	0.5938-0.6250		6	below_min_n
0.1562-0.1875	0.5938-0.6250		9	below_min_n
0.1875-0.2188	0.5938-0.6250		7	below_min_n
0.2188-0.2500	0.5938-0.6250		9	below_min_n
0.2500-0.2812	0.5938-0.6250		14	below_min_n
0.2812-0.3125	0.5938-0.6250		10	below_min_n
0.3125-0.3438	0.5938-0.6250		11	below_min_n
0.3438-0.3750	0.5938-0.6250	0.9318	24	
0.3750-0.4062	0.5938-0.6250	0.8030	25	
0.4062-0.4375	0.5938-0.6250		14	below_min_n
0.4375-0.4688	0.5938-0.6250		14	below_min_n
0.4688-0.5000	0.5938-0.6250		10	below_min_n
0.5000-0.5312	0.5938-0.6250	0.9333	31	
0.5312-0.5625	0.5938-0.6250		17	below_min_n
0.5625-0.5938	0.5938-0.6250		16	below_min_n
0.5938-0.6250	0.5938-0.6250	0.6087	25	
0.6250-0.6562	0.5938-0.6250	0.7130	31	
0.6562-0.6875	0.5938-0.6250		19	below_min_n
0.6875-0.7188	0.5938-0.6250		12	below_min_n
0.7188-0.7500	0.5938-0.6250	0.7381	25	
0.7500-0.7812	0.5938-0.6250		19	below_min_n
0.7812-0.8125	0.5938-0.6250	0.3333	22	
0.8125-0.8438	0.5938-0.6250		19	below_min_n
0.8438-0.8750	0.5938-0.6250	0.8056	21	
0.8750-0.9062	0.5938-0.6250	0.9821	22	
0.9062-0.9375	0.5938-0.6250	0.5733	31	
0.9375-0.9688	0.5938-0.6250		17	below_min_n
0.9688-1.0000	0.5938-0.6250	0.7217	50	
0.0000-0.0312	0.6250-0.6562	0.9467	31	
0.0312-0.0625	0.6250-0.6562		2	below_min_n
0.0625-0.0938	0.6250-0.6562		2	below_min_n
0.0938-0.1250	0.6250-0.6562		3	below_min_n
0.1250-0.1562	0.6250-0.6562		3	below_min_n
0.1562-0.1875	0.6250-0.6562		2	below_min_n
0.1875-0.2188	0.6250-0.6562		8	below_min_n
0.2188-0.2500	0.6250-0.6562		4	below_min_n
0.2500-0.2812	0.6250-0.6562		11	below_min_n
0.2812-0.3125	0.6250-0.6562		13	below_min_n
0.3125-0.3438	0.6250-0.6562		10	below_min_n
0.3438-0.3750	0.6250-0.6562		18	below_min_n
0.3750-0.4062	0.6250-0.6562		15	below_min_n
0.4062-0.4375	0.6250-0.6562		13	below_min_n
0.4375-0.4688	0.6250-0.6562		15	below_min_n
0.4688-0.5000	0.6250-0.6562		15	below_min_n
0.5000-0.5312	0.6250-0.6562		16	below_min_n
0.5312-0.5625	0.6250-0.6562		15	below_min_n
0.5625-0.5938	0.6250-0.6562		13	below_min_n
0.5938-0.6250	0.6250-0.6562		18	below_min_n
0.6250-0.6562	0.6250-0.6562	0.9219	20	
0.6562-0.6875	0.6250-0.6562		13	below_min_n
0.6875-0.7188	0.6250-0.6562	0.7733	20	
0.7188-0.7500	0.6250-0.6562		15	below_min_n
0.7500-0.7812	0.6250-0.6562		9	below_min_n
0.7812-0.8125	0.6250-0.6562		11	below_min_n
0.8125-0.8438	0.6250-0.6562		12	below_min_n
0.8438-0.8750	0.6250-0.6562		14	below_min_n
0.8750-0.9062	0.6250-0.6562		17	below_min_n
0.9062-0.9375	0.6250-0.6562	0.7143	24	
0.9375-0.9688	0.6250-0.6562		13	below_min_n
0.9688-1.0000	0.6250-0.6562	0.7556	52	
0.0000-0.0312	0.6562-0.6875	0.9792	50	
0.0312-0.0625	0.6562-0.6875		1	below_min_n
0.0625-0.0938	0.6562-0.6875		5	below_min_n
0.0938-0.1250	0.6562-0.6875		5	below_min_n
0.1250-0.1562	0.6562-0.6875		1	below_min_n
0.1562-0.1875	0.6562-0.6875		11	below_min_n
0.1875-0.2188	0.6562-0.6875		5	below_min_n
0.2188-0.2500	0.6562-0.6875		8	below_min_n
0.2500-0.2812	0.6562-0.6875		20	single_class
0.2812-0.3125	0.6562-0.6875		18	below_min_n
0.3125-0.3438	0.6562-0.6875		5	below_min_n
0.3438-0.3750	0.6562-0.6875	1.0000	20	
0.3750-0.4062	0.6562-0.6875		13	below_min_n
0.4062-0.4375	0.6562-0.6875		18	below_min_n
0.4375-0.4688	0.6562-0.6875		18	below_min_n
0.4688-0.5000	0.6562-0.6875		11	below_min_n
0.5000-0.5312	0.6562-0.6875	0.7460	24	
0.5312-0.5625	0.6562-0.6875		14	below_min_n
0.5625-0.5938	0.6562-0.6875		17	below_min_n
0.5938-0.6250	0.6562-0.6875	0.4500	23	
0.6250-0.6562	0.6562-0.6875	0.4815	21	
0.6562-0.6875	0.6562-0.6875	0.9130	26	
0.6875-0.7188	0.6562-0.6875	0.5802	30	
0.7188-0.7500	0.6562-0.6875	0.3871	34	
0.7500-0.7812	0.6562-0.6875	0.8800	25	
0.7812-0.8125	0.6562-0.6875	0.8684	27	
0.8125-0.8438	0.6562-0.6875		16	below_min_n
0.8438-0.8750	0.6562-0.6875	0.7810	33	
0.8750-0.9062	0.6562-0.6875	0.7500	22	
0.9062-0.9375	0.6562-0.6875	0.7560	29	
0.9375-0.9688	0.6562-0.6875	0.7130	21	
0.9688-1.0000	0.6562-0.6875	0.4701	62	
0.0000-0.0312	0.6875-0.7188	0.8952	35	
0.0312-0.0625	0.6875-0.7188		2	below_min_n
0.0625-0.0938	0.6875-0.7188		2	below_min_n
0.0938-0.1250	0.6875-0.7188		5	below_min_n
0.1250-0.1562	0.6875-0.7188		3	below_min_n
